key,types,level_one,level_two
"53.69,-0.44",premise,Barton-upon-Humber,England
"53.69,-0.45",street_address,Barton-upon-Humber,England
"53.70,-2.31",street_address,Rawtenstall,England
"53.70,-2.32",premise,Haslingden,England
"53.70,-2.33",street_address,Haslingden,England
"53.70,-2.78",route,Lancashire,England
"53.71,-0.44",street_address,Hessle,England
"53.71,-1.86",street_address,Halifax,England
"53.71,-2.32",route,Lancashire,England
"53.71,-2.41",route,Blackburn,England
"53.72,-0.43",establishment,Hessle,England
"53.72,-1.86",street_address,Halifax,England
"53.72,-1.87",street_address,Halifax,England
"53.72,-1.88",street_address,Halifax,England
"53.72,-1.89",premise,Halifax,England
"53.73,-0.37",street_address,West Dock Street,England
"53.74,-2.47",premise,Blackburn,England
"53.74,-2.48",street_address,Blackburn,England
"53.75,-2.47",premise,Blackburn,England
"53.75,-2.48",street_address,Blackburn,England
"53.75,-2.68",establishment,Walton-le-Dale,England
"53.75,-2.69",premise,Preston,England
"53.76,-1.73",street_address,Bradford,England
"53.76,-1.74",street_address,Bradford,England
"53.76,-1.78",establishment,Bradford,England
"53.76,-1.79",street_address,Bradford,England
"53.76,-2.68",street_address,Preston,England
"53.76,-2.69",street_address,Preston,England
"53.76,-2.70",street_address,Preston,England
"53.76,-2.71",street_address,Preston,England
"53.77,-1.73",premise,Bradford,England
"53.77,-1.77",premise,Bradford,England
"53.77,-1.78",street_address,Bradford,England
"53.77,-1.79",premise,Bradford,England
"53.78,-1.75",premise,Bradford,England
"53.78,-1.76",establishment,West Yorkshire,England
"53.78,-1.77",street_address,Bradford,England
"53.78,-1.81",premise,Clayton,England
"53.78,-1.82",street_address,Clayton,England
"53.78,-1.84",route,West Yorkshire,England
"53.78,-1.85",street_address,Queensbury,England
"53.78,-2.40",establishment,Great Harwood,England
"53.78,-2.41",street_address,Great Harwood,England
"53.79,-1.53",street_address,Leeds,England
"53.79,-1.54",department_store,West Yorkshire,England
"53.79,-1.74",street_address,Bradford,England
"53.79,-1.75",premise,Nelson Street,England
"53.79,-1.76",church,Bradford,England
"53.79,-1.80",route,West Yorkshire,England
"53.79,-1.81",street_address,Bradford,England
"53.79,-1.82",premise,Bradford,England
"53.79,-1.83",street_address,Thornton,England
"53.79,-1.84",street_address,Thornton,England
"53.79,-1.85",street_address,Thornton,England
"53.80,-1.53",street_address,Leeds,England
"53.80,-1.81",street_address,Bradford,England
"53.80,-3.05",street_address,Blackpool,England
"53.81,-1.51",street_address,Leeds,England
"53.81,-1.52",street_address,Leeds,England
"53.81,-1.53",premise,Leeds,England
"53.81,-1.84",premise,Allerton,England
"53.81,-2.41",route,Clitheroe,England
"53.81,-2.42",premise,Billington,England
"53.81,-3.05",street_address,Blackpool,England
"53.82,-1.51",street_address,Leeds,England
"53.82,-1.52",street_address,Leeds,England
"53.82,-1.53",premise,Leeds,England
"53.82,-2.40",street_address,Whalley,England
"53.85,-2.43",route,Lancashire,England
"53.86,-2.38",establishment,England,England
"53.86,-2.39",route,Lancashire,England
"53.86,-2.40",street_address,Clitheroe,England
"53.86,-2.41",route,Lancashire,England
"53.87,-2.37",route,Lancashire,England
"53.87,-2.38",premise,Clitheroe,England
"53.87,-2.39",street_address,Clitheroe,England
"53.87,-2.40",establishment,Lancashire,England
"53.88,-2.37",route,Lancashire,England
"53.88,-2.38",premise,Clitheroe,England
"53.90,-2.39",street_address,West Bradford,England
"53.90,-2.40",street_address,West Bradford,England
"53.97,-1.53",street_address,Harrogate,England
"54.00,-0.43",street_address,Driffield,England
"54.00,-2.35",cafe,North Yorkshire,England
"54.01,-0.43",street_address,Driffield,England
"54.01,-0.44",premise,Driffield,England
"54.15,-4.51",establishment,Isle of Man,England
"54.15,-4.52",street_address,Douglas,England
"54.15,-4.53",route,Isle of Man,England
"54.25,-1.41",route,North Yorkshire,England
"54.25,-2.84",establishment,Cumbria,England
"54.30,-2.18",route,North Yorkshire,England
"54.30,-2.19",route,North Yorkshire,England
"54.33,-1.43",premise,Northallerton,England
"54.34,-1.43",premise,Northallerton,England
"54.34,12.39",street_address,Wustrow,Mecklenburg-Vorpommern
"54.35,12.39",premise,Wustrow,Mecklenburg-Vorpommern
"54.49,-128.57",street_address,Thornhill,British Columbia
"54.50,18.53",street_address,Działki Leśne,pomorskie
"54.50,18.54",street_address,Wzgórze Świętego Maksymiliana,pomorskie
"54.51,-128.55",street_address,Thornhill,British Columbia
"54.51,-128.59",street_address,Terrace,British Columbia
"54.51,-128.60",street_address,Terrace,British Columbia
"54.51,-128.61",street_address,Terrace,British Columbia
"54.51,18.53",street_address,Działki Leśne,pomorskie
"54.51,18.54",establishment,Kamienna Góra,pomorskie
"54.51,18.55",street_address,Kamienna Góra,pomorskie
"54.52,-128.58",street_address,Terrace,British Columbia
"54.52,-128.59",street_address,Terrace,British Columbia
"54.52,-128.60",street_address,Terrace,British Columbia
"54.52,18.53",establishment,Gdynia,pomorskie
"54.59,-1.57",route,County Durham,England
"54.59,-1.61",route,Newton Aycliffe,England
"54.59,-1.62",route,Heighington Village,England
"54.60,-1.60",route,Darlington,England
"54.61,-1.57",route,County Durham,England
"54.61,-1.63",route,Darlington,England
"54.62,-1.63",street_address,Shildon,England
"54.62,-1.64",establishment,County Durham,England
"54.62,-1.65",route,County Durham,England
"54.63,-1.63",street_address,Shildon,England
"54.63,-1.64",establishment,County Durham,England
"54.63,-1.65",premise,Shildon,England
"54.64,-1.64",route,County Durham,England
"54.67,25.27",street_address,Vilnius,Vilniaus apskritis
"54.67,25.28",premise,Vilnius,Vilniaus apskritis
"54.67,25.29",establishment,Vilnius,Vilniaus apskritis
"54.68,-2.67",postal_code,Cumbria,England
"54.68,25.27",bus_station,Vilniaus miesto savivaldybė,Vilniaus apskritis
"54.68,25.28",street_address,Vilnius,Vilniaus apskritis
"54.68,25.29",establishment,Vilniaus apskritis,Vilniaus apskritis
"54.69,11.38",street_address,Rødby,Vilniaus apskritis
"54.70,25.26",street_address,Vilnius,Vilniaus apskritis
"54.72,-2.96",route,Cumbria,England
"54.72,25.25",street_address,Vilnius,Vilniaus apskritis
"54.72,25.26",street_address,Vilnius,Vilniaus apskritis
"54.85,-1.73",route,Stanley,England
"54.89,9.09",street_address,Bylderup-Bov,England
"54.91,9.60",street_address,Gråsten,England
"55.02,9.29",route,Denmark,England
"55.02,9.30",establishment,Rødekro,England
"55.03,9.29",street_address,Rødekro,England
"55.03,9.30",street_address,Rødekro,England
"55.03,9.31",street_address,Rødekro,England
"55.06,-105.31",route,Division No. 18,Saskatchewan
"55.07,-105.29",street_address,Air Ronge,Saskatchewan
"55.07,-105.30",route,Division No. 18,Saskatchewan
"55.07,-105.31",premise,Air Ronge,Saskatchewan
"55.07,-105.32",street_address,Air Ronge,Saskatchewan
"55.08,-105.31",route,Division No. 18,Saskatchewan
"55.08,-105.32",street_address,Air Ronge,Saskatchewan
"55.09,-105.29",route,Division No. 18,Saskatchewan
"55.09,-105.30",route,Division No. 18,Saskatchewan
"55.10,-105.28",street_address,La Ronge,Saskatchewan
"55.10,-105.29",street_address,La Ronge,Saskatchewan
"55.10,-105.30",premise,La Ronge,Saskatchewan
"55.11,-105.28",establishment,La Ronge,Saskatchewan
"55.11,-105.29",establishment,La Ronge,Saskatchewan
"55.21,8.82",establishment,Skærbæk,Saskatchewan
"55.24,11.30",route,Skælskør,Saskatchewan
"55.24,8.82",street_address,Ribe,Saskatchewan
"55.25,11.29",street_address,Skælskør,Saskatchewan
"55.25,11.30",establishment,Skælskør,Saskatchewan
"55.25,11.31",street_address,Skælskør,Saskatchewan
"55.25,8.82",street_address,Ribe,Saskatchewan
"55.26,11.30",street_address,Skælskør,Saskatchewan
"55.26,11.31",street_address,Skælskør,Saskatchewan
"55.32,8.75",establishment,Ribe,Saskatchewan
"55.32,8.76",street_address,Ribe,Saskatchewan
"55.33,8.76",street_address,Ribe,Saskatchewan
"55.35,10.34",premise,Odense SV,Saskatchewan
"55.36,11.16",route,Denmark,Saskatchewan
"55.36,11.17",street_address,Korsør,Saskatchewan
"55.37,10.36",establishment,Odense SV,Saskatchewan
"55.37,10.37",street_address,Odense SV,Saskatchewan
"55.37,10.38",establishment,Odense SV,Saskatchewan
"55.38,10.37",street_address,Odense C,Saskatchewan
"55.38,10.38",street_address,Odense M,Saskatchewan
"55.38,13.15",street_address,Västra Trelleborg,Skåne län
"55.39,10.38",street_address,Odense C,Skåne län
"55.40,12.92",street_address,Vellinge S,Skåne län
"55.40,12.93",street_address,Vellinge S,Skåne län
"55.41,11.60",establishment,Sorø,Skåne län
"55.41,12.95",street_address,Höllviken,Skåne län
"55.42,12.95",street_address,Höllviken,Skåne län
"55.42,12.96",street_address,Höllviken,Skåne län
"55.46,8.44",establishment,Esbjerg,Skåne län
"55.46,8.45",street_address,Esbjerg,Skåne län
"55.46,8.70",premise,Bramming,Skåne län
"55.48,8.44",street_address,Esbjerg,Skåne län
"55.51,12.93",street_address,Väster,Skåne län
"55.51,12.94",street_address,Väster,Skåne län
"55.51,12.95",street_address,Väster,Skåne län
"55.52,12.88",route,Klagshamn,Skåne län
"55.52,12.89",route,Klagshamn,Skåne län
"55.52,12.90",route,Klagshamn,Skåne län
"55.52,12.91",route,Klagshamn,Skåne län
"55.52,12.92",street_address,Väster,Skåne län
"55.52,12.93",street_address,Väster,Skåne län
"55.52,12.94",street_address,Väster,Skåne län
"55.53,12.92",premise,Väster,Skåne län
"55.53,12.93",street_address,Klagshamn,Skåne län
"55.54,12.91",street_address,Väster,Skåne län
"55.54,12.92",street_address,Väster,Skåne län
"55.57,12.91",street_address,Väster,Skåne län
"55.57,13.00",premise,Väster,Skåne län
"55.58,12.98",street_address,Väster,Skåne län
"55.58,12.99",cafe,Väster,Skåne län
"55.58,13.00",street_address,Malmö,Skåne län
"55.58,13.02",street_address,Fosie,Skåne län
"55.59,12.98",establishment,Malmö,Skåne län
"55.59,12.99",street_address,Kronoborg,Skåne län
"55.59,13.00",street_address,Allmänna sjukhuset,Skåne län
"55.59,13.01",street_address,Malmö,Skåne län
"55.59,13.02",street_address,Norra Sofielund,Skåne län
"55.60,12.98",street_address,Ribersborg,Skåne län
"55.60,12.99",street_address,Malmö,Skåne län
"55.60,13.00",establishment,Malmö,Skåne län
"55.60,13.01",street_address,Rörsjöstaden,Skåne län
"55.63,13.27",street_address,Staffanstorp,Skåne län
"55.64,13.28",establishment,Skåne län,Skåne län
"55.67,12.57",street_address,København V,Skåne län
"55.68,52.33",cafe,Naberezhnye Chelny,Respublika Tatarstan
"55.68,52.34",street_address,Naberezhnye Chelny,Respublika Tatarstan
"55.69,13.18",street_address,Klostergården,Skåne län
"55.69,13.19",establishment,Lund,Skåne län
"55.69,52.33",street_address,Naberezhnye Chelny,Respublika Tatarstan
"55.70,13.18",establishment,Klosters Fälad,Skåne län
"55.70,13.19",street_address,Centrala staden,Skåne län
"55.70,52.33",street_address,Naberezhnye Chelny,Respublika Tatarstan
"55.74,37.61",street_address,Tsentralnyy administrativnyy okrug,Respublika Tatarstan
"55.75,37.61",establishment,Moskva,Respublika Tatarstan
"55.75,37.62",premise,Moskva,Respublika Tatarstan
"55.75,37.63",establishment,Tverskoy,Respublika Tatarstan
"55.77,-4.06",street_address,Hamilton,Scotland
"55.77,12.57",street_address,Charlottenlund,Scotland
"55.77,12.58",street_address,Klampenborg,Scotland
"55.78,-4.06",street_address,Hamilton,Scotland
"55.79,13.67",street_address,Hörby,Skåne län
"55.82,13.30",street_address,Eslöv C,Skåne län
"55.83,13.28",street_address,Södra Eslöv,Skåne län
"55.83,13.29",street_address,Södra Eslöv,Skåne län
"55.83,13.30",premise,Södra Eslöv,Skåne län
"55.84,-4.02",premise,North Lanarkshire,Scotland
"55.84,13.27",street_address,Södra Eslöv,Skåne län
"55.84,13.28",street_address,Södra Eslöv,Skåne län
"55.84,13.29",street_address,Södra Eslöv,Skåne län
"55.84,13.30",street_address,Södra Eslöv,Skåne län
"55.84,13.49",street_address,Höör S,Skåne län
"55.84,13.58",street_address,Hörby,Skåne län
"55.85,13.58",street_address,Hörby,Skåne län
"55.85,13.66",street_address,Hörby,Skåne län
"55.85,13.67",street_address,Hörby,Skåne län
"55.89,13.52",route,Höör,Skåne län
"55.89,13.53",route,Höör,Skåne län
"55.90,13.53",establishment,Höör S,Skåne län
"55.90,13.54",street_address,Höör S,Skåne län
"55.90,13.55",route,Höör S,Skåne län
"55.90,13.56",street_address,Höör,Skåne län
"55.90,13.57",street_address,Höör,Skåne län
"55.90,13.59",route,Skåne län,Skåne län
"55.91,13.51",establishment,Höör S,Skåne län
"55.91,13.53",street_address,Höör S,Skåne län
"55.91,13.54",street_address,Höör S,Skåne län
"55.91,13.55",street_address,Höör S,Skåne län
"55.91,13.59",street_address,Höör,Skåne län
"55.92,13.51",street_address,Höör S,Skåne län
"55.92,13.52",street_address,Höör S,Skåne län
"55.92,13.53",street_address,Höör S,Skåne län
"55.92,13.54",street_address,Höör,Skåne län
"55.92,13.55",establishment,Höör,Skåne län
"55.92,13.56",route,Höör,Skåne län
"55.92,13.57",street_address,Höör S,Skåne län
"55.93,13.50",street_address,Höör,Skåne län
"55.93,13.52",street_address,Höör S,Skåne län
"55.93,13.53",street_address,Höör S,Skåne län
"55.93,13.54",street_address,Höör,Skåne län
"55.93,13.55",street_address,Höör,Skåne län
"55.93,13.56",street_address,Höör,Skåne län
"55.93,13.57",street_address,Höör,Skåne län
"55.94,13.52",establishment,Höör,Skåne län
"55.94,13.53",street_address,Höör,Skåne län
"55.94,13.55",premise,Höör,Skåne län
"55.94,13.56",premise,Höör,Skåne län
"55.95,13.55",street_address,Höör,Skåne län
"55.95,13.56",establishment,Höör,Skåne län
"55.96,13.53",establishment,Sweden,Skåne län
"55.96,13.57",street_address,Höör,Skåne län
"55.99,13.27",street_address,Röstånga,Skåne län
"55.99,13.28",route,Skåne län,Skåne län
"55.99,13.29",street_address,Svalöv SO,Skåne län
"55.99,13.30",route,Röstånga,Skåne län
"56.00,13.27",route,Skåne län,Skåne län
"56.00,13.28",street_address,Röstånga,Skåne län
"56.00,13.29",street_address,Svalöv SO,Skåne län
"56.00,13.65",street_address,Tjörnarp,Skåne län
"56.02,14.15",car_dealer,Härlöv-Hedentorp,Skåne län
"56.02,14.16",street_address,Lyckans Höjd,Skåne län
"56.03,12.69",route,Sweden,Skåne län
"56.03,12.70",street_address,Helsingborg,Skåne län
"56.03,14.15",establishment,Lyckans Höjd,Skåne län
"56.03,14.16",street_address,Lyckans Höjd,Skåne län
"56.04,12.69",street_address,Helsingborg,Skåne län
"56.04,12.70",street_address,Helsingborg,Skåne län
"56.04,14.56",street_address,Sölvesborg,Blekinge län
"56.04,14.57",street_address,Sölvesborg,Blekinge län
"56.05,12.68",establishment,Helsingborg,Skåne län
"56.05,12.69",street_address,Helsingborg,Skåne län
"56.05,12.70",establishment,Helsingborg,Skåne län
"56.05,12.73",street_address,Rosengården,Skåne län
"56.06,14.45",route,Skåne län,Skåne län
"56.06,14.46",route,Skåne län,Skåne län
"56.06,14.47",street_address,Bromölla Ö,Skåne län
"56.08,12.74",premise,Dalhem,Skåne län
"56.08,12.75",street_address,Dalhem,Skåne län
"56.09,12.74",street_address,Helsingborg,Skåne län
"56.09,12.75",establishment,Helsingborg,Skåne län
"56.09,12.76",establishment,Skåne län,Skåne län
"56.13,13.39",street_address,Perstorp,Skåne län
"56.14,13.59",route,Tyringe,Skåne län
"56.14,13.60",street_address,Hässleholm S,Skåne län
"56.14,13.61",route,Tyringe,Skåne län
"56.14,13.78",street_address,Hässleholm,Skåne län
"56.15,13.58",route,Västra Torup,Skåne län
"56.15,13.59",route,Tyringe,Skåne län
"56.15,13.60",street_address,Hässleholm S,Skåne län
"56.15,13.61",street_address,Hässleholm S,Skåne län
"56.15,13.74",street_address,Hässleholm,Skåne län
"56.15,13.75",street_address,Röinge-Stattena,Skåne län
"56.15,13.76",premise,Röinge-Stattena,Skåne län
"56.15,13.77",establishment,Hässleholm,Skåne län
"56.15,13.78",street_address,Röinge-Stattena,Skåne län
"56.16,13.57",route,Tyringe,Skåne län
"56.16,13.58",street_address,Hässleholm S,Skåne län
"56.16,13.59",street_address,Hässleholm S,Skåne län
"56.16,13.60",street_address,Hässleholm S,Skåne län
"56.16,13.61",street_address,Hässleholm S,Skåne län
"56.16,13.73",route,Hässleholm,Skåne län
"56.16,13.74",establishment,Hässleholm,Skåne län
"56.16,13.75",street_address,Bokalyckan-Centrum,Skåne län
"56.16,13.76",street_address,Bokalyckan-Centrum,Skåne län
"56.16,13.82",establishment,Ljungdala-Läreda,Skåne län
"56.17,13.59",street_address,Tyringe,Skåne län
"56.17,13.75",street_address,Bokalyckan-Centrum,Skåne län
"56.17,13.76",street_address,Bokalyckan-Centrum,Skåne län
"56.17,13.81",street_address,Ljungdala-Läreda,Skåne län
"56.32,-2.79",route,Fife,Scotland
"56.32,-2.80",route,Fife,Scotland
"56.33,-2.79",street_address,St Andrews,Scotland
"56.33,-2.80",street_address,St Andrews,Scotland
"56.55,14.14",street_address,Älmhult,Kronobergs län
"56.64,14.22",street_address,Älmhult N,Kronobergs län
"56.64,14.23",premise,Älmhult N,Kronobergs län
"56.66,-111.34",street_address,Fort McMurray,Alberta
"56.67,-111.33",street_address,Mackay Crescent,Alberta
"56.67,-111.34",premise,Fort McMurray,Alberta
"56.68,-111.33",route,Wood Buffalo,Alberta
"56.68,-111.34",street_address,Fort McMurray,Alberta
"56.71,-111.36",street_address,Grayling Terrace,Alberta
"56.72,-111.36",establishment,Division No. 16,Alberta
"56.72,-111.37",premise,Fort McMurray,Alberta
"57.02,14.77",establishment,Växjö N,Kronobergs län
"57.13,12.70",route,Ullared,Hallands län
"57.13,12.71",street_address,Falkenberg N,Hallands län
"57.13,12.72",route,Ullared,Hallands län
"57.15,14.57",route,Lammhult,Kronobergs län
